,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15
CTB-186H2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013289861197764673,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTD-2105E13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006038081387519862,0.0,0.0,0.0,0.0,0.0
CTD-2545G14.7,0.0,0.00016672517761069422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTHRC1,0.0,0.0,0.0,0.0,0.0,0.003365898809236142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTNNA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005155287972393249,0.0,0.0,0.0
CTRB1,0.0,0.0,0.0,0.0,0.0,0.00034880324765240706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTRB2,0.0,0.0005016641504893211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSE,0.0,0.0,0.0,0.0,0.0,0.003188608001882697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSG,0.0,0.001722578732367634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSK,0.0021079630701803533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSS,0.0024734014405866935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSV,0.0,0.002202657926826999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSW,0.0015649415734394162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUL4A,0.0,0.0032414649486364883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUZD1,0.0007369466285664482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CX3CL1,0.002047731107085271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL1,0.0,0.0,0.0,0.0,0.0,0.003243239835852351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL10,0.0,0.0,0.0,0.003751762036210324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL11,0.0,0.0,0.0,0.0024476633672991664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL12,0.001877151697389637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL13,0.0,0.0,0.0,0.0,0.0,0.0026220653774954666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL14,0.0,0.0,0.0,0.0,0.0,0.0030588573962047685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL2,0.0,0.0,0.0,0.0,0.0,0.0032629388144471785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL3,0.0014959938740825131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL5,0.0,0.0019637347928402452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL6,0.0,0.0,0.0,0.0,0.0,0.0018073156228134133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL9,0.0,0.0,0.0,0.003604339405909185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCR6,0.0013412895554351953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXorf48,0.0,0.0,0.0,0.0,0.0010638371203330753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXorf61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02574784819637598,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXorf67,0.0,0.0,0.0,0.0,0.0011614895557848154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYBB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011978793976603794,0.0
CYBRD1,0.0020773023551164485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYFIP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011245438767805113,0.0
CYP11B1,0.0,6.698779457572537e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP1A1,0.0,0.0,0.0011691262036685687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP1B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010759170893507336,0.0
CYP24A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026711620011227063,0.0,0.0,0.0,0.0
CYP26A1,0.0,0.0,0.0,0.0,0.003927925609523525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP27A1,0.002016447839431236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP27B1,0.0,0.0,0.0,0.0,0.0,0.00200036561304272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP2A6,0.0,0.0,0.0015531061444479168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP2A7,0.0,0.0,0.0005553914808916837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP2B6,0.0,0.0,0.0,0.0,0.001403897366141488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP2F1,0.0,0.0,0.0018077359520554234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP2S1,0.0,0.0,0.0,0.0,0.0,0.0028910220985768407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP2W1,0.0,0.0,0.0,0.0,0.002812390141010117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP3A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003926638119091864,0.0,0.0,0.0,0.0,0.0
CYP3A5,0.0,0.001988296984184678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP4B1,0.0,0.0,0.005428182861288264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP4F11,0.0,0.0,0.0,0.0,0.007766240748867806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP4F3,0.0,0.0,0.0,0.0,0.007327379215425868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP4X1,0.001420976286971842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYR61,0.0023865553542635515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYTIP,0.001712953451742836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYYR1,0.001506888544409789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DACT2,0.0,0.0,0.0,0.0,0.007087269109432766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAPK1,0.0,0.002853431945983027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAPK2,0.0016421380946155426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAPL1,0.0,0.0,0.0,0.0,0.008847310651927658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARC,0.0017383224697906355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAW1,0.0,0.0,0.0024223752212181255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCBLD2,0.0,0.0027968644750079705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013950219742183156,0.0,0.0,0.0
DCDC2B,0.0,0.0,0.0018262791529646734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCSTAMP,0.0,0.0,0.0,0.0,0.0,0.001849077457434447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCUN1D1,0.0,0.0029199235346730064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCUN1D2,0.00157817081597968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCX,0.0,0.0,0.0,0.0,0.00021253765363025802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDAH1,0.0,0.002940267975988597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDC,0.0,0.0,0.0,0.0,0.006121084424551431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDHD2,0.0,0.0029988202705066385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDX3Y,0.0,0.0,0.0,0.0023338185595178098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEFA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03263617197579165,0.0,0.0,0.0
DEFA1B,0.0,0.0,0.000916757762025605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEFA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02154941839121451,0.0,0.0,0.0
DEFA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011071020254040843,0.0,0.0,0.0
DEFA5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01271047227926078
DEFA6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009568788501026694
DEFB1,0.0,0.0,0.0,0.0,0.0,0.002543006810068227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEFB103A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012472854202908437,0.0,0.0
DEFB103B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010812838967152164,0.0,0.0
DEFB119,0.0,0.0,0.0,0.0,0.0,3.440754927896485e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEFB123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002359999580444519,0.0,0.0,0.0
DEFB126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005192782935416935,0.0,0.0,0.0,0.0,0.0,0.0
DEFB4A,0.0,0.0,0.0,0.0,0.0,0.001447743600195834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEFB4B,0.0,0.0,0.0009995237563278673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEGS2,0.0,0.0,0.0,0.0,0.0,0.0020389756110885814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENND3,0.0018847779666187302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DERL3,0.0,0.0030548915355959497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DES,0.0,0.002484502869930792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHCR7,0.0,0.0,0.0,0.004307874734895097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHRS2,0.0,0.0,0.0,0.0016769723932736906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHRS9,0.0014443220091017188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIO1,0.0,0.0,0.0014974765417201667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIO2,0.0,0.0,0.0031405850515568825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIRAS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04168377823408624
DIRAS3,0.0009988856308636672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKK1,0.0,0.0,0.0,0.0,0.0,0.0021739792777251306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKK4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017964548441745973,0.0,0.0
DLC1,0.0,0.0027378159746041827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLEC1,0.0,0.0,0.0,0.0,0.0,0.0016145282856320378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLGAP1,0.0,0.0,0.0,0.0,0.005860294979286195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLGAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004609865847134961,0.0,0.0,0.0
DLK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006807252953867588,0.0,0.0,0.0,0.0
DLL3,0.0,0.0,0.0014368719338704228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLX2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016156723630203183,0.0,0.0
DLX5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020350744300236038,0.0,0.0,0.0,0.0
DLX6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013906509052612554,0.0,0.0,0.0,0.0,0.0,0.0
DMBT1,0.0,0.0,0.004695952561969342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMKN,0.0,0.0036084092011457393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMRT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01985026072488959,0.0,0.0,0.0,0.0
DMRTC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00506504048678058,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAAF1,0.0,0.0,0.0,0.0,0.0,0.0019383794937309971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAAF3,0.0,0.0,0.0,0.0,0.0,0.002037399692800995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAH12,0.0,0.0,0.0021568908569808143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAH9,0.0,0.0,0.0024888593805756803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAI1,0.0,0.0,0.0023255887579356985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAI2,0.0,0.0,0.002004474790970637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJA4,0.001847736087505992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJB1,0.0023868666305586162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJB4,0.0017328751346269975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJC12,0.0,0.0,0.003780551619522463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNALI1,0.0,0.0,0.0,0.0033549041529050893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNASE1L3,0.0,0.0,0.0,0.0,0.0,0.002123024586426511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNER,0.0,0.0,0.0,0.0,0.00602113428473612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNMT3L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020845115940858043,0.0,0.0,0.0,0.0,0.0
DNTTIP1,0.002098780419475935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOCK2,0.0016563011660410013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOCK4,0.0016018278144046218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOCK8,0.001614590142502288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOK2,0.0017208909972669941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPCR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031228825782733245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPEP1,0.0,0.0014816707748378957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPEP2,0.0,0.0,0.0,0.0,0.0,0.002366766614906506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPEP3,0.0,0.0,0.0,0.0,0.0,0.0005190024227117141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPP4,0.0,0.0,0.0,0.0,0.0,0.002705063740641672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPPA4,0.00017587110671173949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPPA5,0.0,0.0,0.0,0.0,0.0004457546465326492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPRX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004145953669974037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPT,0.0017668042507890853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPYD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011117941703202646,0.0
DPYSL2,0.0,0.0032598245664090942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPYSL5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019835728952772073
DRAM1,0.0,0.0032109482866631025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DSC2,0.0,0.0026983676066873667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DSC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02214753203780235,0.0,0.0,0.0,0.0,0.0,0.0
DSCR8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006894508631601627,0.0,0.0,0.0,0.0,0.0
DSG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02368364202794738,0.0,0.0
DSG3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018876843455320865,0.0,0.0,0.0,0.0,0.0,0.0
DSP,0.0,0.0032196318896636593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUOX1,0.0,0.0,0.0,0.0,0.0,0.0030751418851764924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUOX2,0.0,0.0,0.0,0.002203984312441319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUOXA1,0.0,0.0,0.0,0.0,0.0,0.003044936784664424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUOXA2,0.0,0.0,0.0,0.0,0.005129624991670822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUSP1,0.0025627377372703557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUSP13,0.0,0.0,0.0017869313851816306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUSP2,0.0,0.0025934200618520638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUSP4,0.0,0.0023319195600638616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUSP5,0.0018119393135735142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUSP6,0.0022165984971580475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DYDC2,0.0,0.0,0.0026910254978057967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DYNLRB2,0.0,0.0,0.0031894305563910045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECE2,0.0,0.0025172524583900353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECEL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024470119307317337,0.0,0.0,0.0,0.0,0.0
ECHDC3,0.0,0.0026762864447716648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECM1,0.00194485429156628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECSCR,0.0020144245435133133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDIL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01064551071963692,0.0
EDN1,0.001742369061626481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDN2,0.0,0.0,0.0,0.002410248079348552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00967075383631043,0.0,0.0,0.0
EDNRB,0.0,0.00240238079583981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEF1A2,0.0,0.0,0.0035729582239774444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFCAB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03859910424904813,0.0,0.0,0.0
EFCAB4A,0.0,0.0,0.0,0.003701555196823602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFCC1,0.0,0.0018734253216344525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFEMP1,0.0022597102640245534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFHD1,0.0,0.0,0.0,0.002959005635957563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFNA2,0.0,0.0,0.001154201188302587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFNB1,0.0,0.0,0.0,0.0038972659337960466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFL6,0.0017056384588088078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFL7,0.0021510748370468596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGFR,0.001871704362225999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGLN3,0.0,0.0030020456087639885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGR1,0.0,0.0036791185398645605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGR2,0.0,0.0023525121043223253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF1AY,0.0,0.0,0.0,0.002339574757664058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF4E1B,0.0,0.0,0.0,0.0,0.0,0.0,0.01834405637254902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF4EBP1,0.0,0.003567472215571685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELANE,0.0,0.0,0.0,0.0,0.0,0.0010293372948417042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELAVL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004043465947828276,0.0,0.0,0.0
ELF5,0.0,0.0,0.0,0.0,0.0,0.0019701605125306515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELMO1,0.0017629132971007727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
